datetime, mainclass, subclass, duration, wavfilepath, sampling_rate, npts, traceNum, traceID, sfilepath
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,00,.MBRY.J.SBZ,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,01,.MBRY.J.SBN,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,02,.MBRY.J.SBE,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,03,.MBMH.J.S Z,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,04,.MBSS.J.S Z,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,05,.MBGH.J.SBZ,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,06,.MBGH.J.SBN,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,07,.MBGH.J.SBE,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,08,.MBWH.J.S Z,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
1999-01-01 02:42:12,LV,l,  29.924,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/1999/01/9901-01-0242-12S.MVO_14_1, 75,  2250,09,.MBGB.J.SBZ,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/01/01-0242-12L.S199901
