datetime,mainclass,subclass,duration,wavfilepath,sampling_rate,npts,traceNum,traceID,sfilepath
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,00,.MBGB.Z.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,01,.MBGB.N.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,02,.MBGB.E.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,03,.MBGH.Z.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,04,.MBGH.N.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,05,.MBGH.E.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,06,.MBLG.Z.SH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,07,.MBLG.S.AP,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,08,.MBSS.Z.SH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,09,.MBWH.Z.SH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014,100,  6200,10,.MBLY.Z.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014,100,  6200,11,.MBLY.N.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014,100,  6200,12,.MBLY.E.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-01 22:07:01,LV,n,  62.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-01-2207-01S.MVO___014, 75,  4650,13,.MBRV.Z.SH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-03 02:02:43,LV,h,  77.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-03-0202-43S.MVO___014, 75,  5775,00,.MBGB.Z.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/03-0202-43L.S200405
2004-05-03 02:02:43,LV,h,  77.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-03-0202-43S.MVO___014, 75,  5775,01,.MBGB.N.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/03-0202-43L.S200405
2004-05-03 02:02:43,LV,h,  77.000,/home/thompsong/Desktop/Montserrat/data/seismo/WAV/MVOE_/2004/05/2004-05-03-0202-43S.MVO___014, 75,  5775,02,.MBGB.E.BH,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/03-0202-43L.S200405
